MTU (CET/CEST),Area,Sequence,Day-ahead Price (EUR/MWh),Intraday Period (CET/CEST),Intraday Price (EUR/MWh)
12/01/2025 21:00:00 - 12/01/2025 22:00:00,BZN|DK2,Without sequence,127.49,,
12/01/2025 22:00:00 - 12/01/2025 23:00:00,BZN|DK2,Without sequence,121.2,,
12/01/2025 23:00:00 - 13/01/2025 00:00:00,BZN|DK2,Without sequence,114.9,,
13/01/2025 00:00:00 - 13/01/2025 01:00:00,BZN|DK2,Without sequence,112.39,,
13/01/2025 01:00:00 - 13/01/2025 02:00:00,BZN|DK2,Without sequence,105.07,,
13/01/2025 02:00:00 - 13/01/2025 03:00:00,BZN|DK2,Without sequence,104.46,,
13/01/2025 03:00:00 - 13/01/2025 04:00:00,BZN|DK2,Without sequence,100.37,,
13/01/2025 04:00:00 - 13/01/2025 05:00:00,BZN|DK2,Without sequence,96.53,,
13/01/2025 05:00:00 - 13/01/2025 06:00:00,BZN|DK2,Without sequence,91.85,,
13/01/2025 06:00:00 - 13/01/2025 07:00:00,BZN|DK2,Without sequence,129.7,,
13/01/2025 07:00:00 - 13/01/2025 08:00:00,BZN|DK2,Without sequence,181.92,,
13/01/2025 08:00:00 - 13/01/2025 09:00:00,BZN|DK2,Without sequence,223.09,,
13/01/2025 09:00:00 - 13/01/2025 10:00:00,BZN|DK2,Without sequence,174.1,,
13/01/2025 10:00:00 - 13/01/2025 11:00:00,BZN|DK2,Without sequence,125.6,,
13/01/2025 11:00:00 - 13/01/2025 12:00:00,BZN|DK2,Without sequence,99.08,,
13/01/2025 12:00:00 - 13/01/2025 13:00:00,BZN|DK2,Without sequence,83.96,,
13/01/2025 13:00:00 - 13/01/2025 14:00:00,BZN|DK2,Without sequence,82.57,,
13/01/2025 14:00:00 - 13/01/2025 15:00:00,BZN|DK2,Without sequence,86.72,,
13/01/2025 15:00:00 - 13/01/2025 16:00:00,BZN|DK2,Without sequence,100.89,,
13/01/2025 16:00:00 - 13/01/2025 17:00:00,BZN|DK2,Without sequence,107.27,,
13/01/2025 17:00:00 - 13/01/2025 18:00:00,BZN|DK2,Without sequence,111.77,,
13/01/2025 18:00:00 - 13/01/2025 19:00:00,BZN|DK2,Without sequence,99.38,,
13/01/2025 19:00:00 - 13/01/2025 20:00:00,BZN|DK2,Without sequence,71.08,,
13/01/2025 20:00:00 - 13/01/2025 21:00:00,BZN|DK2,Without sequence,29.43,,
13/01/2025 21:00:00 - 13/01/2025 22:00:00,BZN|DK2,Without sequence,16.73,,
13/01/2025 22:00:00 - 13/01/2025 23:00:00,BZN|DK2,Without sequence,3.7,,
13/01/2025 23:00:00 - 14/01/2025 00:00:00,BZN|DK2,Without sequence,3.68,,
14/01/2025 00:00:00 - 14/01/2025 01:00:00,BZN|DK2,Without sequence,12.17,,
14/01/2025 01:00:00 - 14/01/2025 02:00:00,BZN|DK2,Without sequence,9.28,,
14/01/2025 02:00:00 - 14/01/2025 03:00:00,BZN|DK2,Without sequence,5,,
14/01/2025 03:00:00 - 14/01/2025 04:00:00,BZN|DK2,Without sequence,3.69,,
14/01/2025 04:00:00 - 14/01/2025 05:00:00,BZN|DK2,Without sequence,3.69,,
14/01/2025 05:00:00 - 14/01/2025 06:00:00,BZN|DK2,Without sequence,3.7,,
14/01/2025 06:00:00 - 14/01/2025 07:00:00,BZN|DK2,Without sequence,23,,
14/01/2025 07:00:00 - 14/01/2025 08:00:00,BZN|DK2,Without sequence,55,,
14/01/2025 08:00:00 - 14/01/2025 09:00:00,BZN|DK2,Without sequence,95.82,,
14/01/2025 09:00:00 - 14/01/2025 10:00:00,BZN|DK2,Without sequence,103.24,,
14/01/2025 10:00:00 - 14/01/2025 11:00:00,BZN|DK2,Without sequence,79.23,,
14/01/2025 11:00:00 - 14/01/2025 12:00:00,BZN|DK2,Without sequence,75.63,,
14/01/2025 12:00:00 - 14/01/2025 13:00:00,BZN|DK2,Without sequence,62.37,,
14/01/2025 13:00:00 - 14/01/2025 14:00:00,BZN|DK2,Without sequence,55,,
14/01/2025 14:00:00 - 14/01/2025 15:00:00,BZN|DK2,Without sequence,47,,
14/01/2025 15:00:00 - 14/01/2025 16:00:00,BZN|DK2,Without sequence,42.6,,
14/01/2025 16:00:00 - 14/01/2025 17:00:00,BZN|DK2,Without sequence,103.29,,
14/01/2025 17:00:00 - 14/01/2025 18:00:00,BZN|DK2,Without sequence,125.91,,
14/01/2025 18:00:00 - 14/01/2025 19:00:00,BZN|DK2,Without sequence,117.18,,
14/01/2025 19:00:00 - 14/01/2025 20:00:00,BZN|DK2,Without sequence,93.64,,
14/01/2025 20:00:00 - 14/01/2025 21:00:00,BZN|DK2,Without sequence,42.52,,
14/01/2025 21:00:00 - 14/01/2025 22:00:00,BZN|DK2,Without sequence,30.09,,
14/01/2025 22:00:00 - 14/01/2025 23:00:00,BZN|DK2,Without sequence,25.67,,
14/01/2025 23:00:00 - 15/01/2025 00:00:00,BZN|DK2,Without sequence,27.16,,
15/01/2025 00:00:00 - 15/01/2025 01:00:00,BZN|DK2,Without sequence,78.05,,
15/01/2025 01:00:00 - 15/01/2025 02:00:00,BZN|DK2,Without sequence,79.99,,
15/01/2025 02:00:00 - 15/01/2025 03:00:00,BZN|DK2,Without sequence,72.76,,
15/01/2025 03:00:00 - 15/01/2025 04:00:00,BZN|DK2,Without sequence,58.32,,
15/01/2025 04:00:00 - 15/01/2025 05:00:00,BZN|DK2,Without sequence,64.99,,
15/01/2025 05:00:00 - 15/01/2025 06:00:00,BZN|DK2,Without sequence,114.93,,
15/01/2025 06:00:00 - 15/01/2025 07:00:00,BZN|DK2,Without sequence,134.04,,
15/01/2025 07:00:00 - 15/01/2025 08:00:00,BZN|DK2,Without sequence,191.79,,
15/01/2025 08:00:00 - 15/01/2025 09:00:00,BZN|DK2,Without sequence,307.25,,
15/01/2025 09:00:00 - 15/01/2025 10:00:00,BZN|DK2,Without sequence,315.03,,
15/01/2025 10:00:00 - 15/01/2025 11:00:00,BZN|DK2,Without sequence,311.03,,
15/01/2025 11:00:00 - 15/01/2025 12:00:00,BZN|DK2,Without sequence,304.81,,
15/01/2025 12:00:00 - 15/01/2025 13:00:00,BZN|DK2,Without sequence,311.03,,
15/01/2025 13:00:00 - 15/01/2025 14:00:00,BZN|DK2,Without sequence,309.35,,
15/01/2025 14:00:00 - 15/01/2025 15:00:00,BZN|DK2,Without sequence,285.83,,
15/01/2025 15:00:00 - 15/01/2025 16:00:00,BZN|DK2,Without sequence,287.79,,
15/01/2025 16:00:00 - 15/01/2025 17:00:00,BZN|DK2,Without sequence,333.52,,
15/01/2025 17:00:00 - 15/01/2025 18:00:00,BZN|DK2,Without sequence,377.99,,
15/01/2025 18:00:00 - 15/01/2025 19:00:00,BZN|DK2,Without sequence,324.74,,
15/01/2025 19:00:00 - 15/01/2025 20:00:00,BZN|DK2,Without sequence,270.09,,
15/01/2025 20:00:00 - 15/01/2025 21:00:00,BZN|DK2,Without sequence,175.03,,
15/01/2025 21:00:00 - 15/01/2025 22:00:00,BZN|DK2,Without sequence,140.63,,
15/01/2025 22:00:00 - 15/01/2025 23:00:00,BZN|DK2,Without sequence,138.42,,
15/01/2025 23:00:00 - 16/01/2025 00:00:00,BZN|DK2,Without sequence,111.28,,
16/01/2025 00:00:00 - 16/01/2025 01:00:00,BZN|DK2,Without sequence,125.74,,
16/01/2025 01:00:00 - 16/01/2025 02:00:00,BZN|DK2,Without sequence,115.09,,
16/01/2025 02:00:00 - 16/01/2025 03:00:00,BZN|DK2,Without sequence,104.57,,
16/01/2025 03:00:00 - 16/01/2025 04:00:00,BZN|DK2,Without sequence,83.79,,
16/01/2025 04:00:00 - 16/01/2025 05:00:00,BZN|DK2,Without sequence,82.93,,
16/01/2025 05:00:00 - 16/01/2025 06:00:00,BZN|DK2,Without sequence,93.39,,
16/01/2025 06:00:00 - 16/01/2025 07:00:00,BZN|DK2,Without sequence,117.58,,
16/01/2025 07:00:00 - 16/01/2025 08:00:00,BZN|DK2,Without sequence,149.8,,
16/01/2025 08:00:00 - 16/01/2025 09:00:00,BZN|DK2,Without sequence,177.3,,
16/01/2025 09:00:00 - 16/01/2025 10:00:00,BZN|DK2,Without sequence,160.24,,
16/01/2025 10:00:00 - 16/01/2025 11:00:00,BZN|DK2,Without sequence,137.3,,
16/01/2025 11:00:00 - 16/01/2025 12:00:00,BZN|DK2,Without sequence,111.06,,
16/01/2025 12:00:00 - 16/01/2025 13:00:00,BZN|DK2,Without sequence,104.16,,
16/01/2025 13:00:00 - 16/01/2025 14:00:00,BZN|DK2,Without sequence,101.75,,
16/01/2025 14:00:00 - 16/01/2025 15:00:00,BZN|DK2,Without sequence,106.38,,
16/01/2025 15:00:00 - 16/01/2025 16:00:00,BZN|DK2,Without sequence,125.72,,
16/01/2025 16:00:00 - 16/01/2025 17:00:00,BZN|DK2,Without sequence,151.56,,
16/01/2025 17:00:00 - 16/01/2025 18:00:00,BZN|DK2,Without sequence,172.6,,
16/01/2025 18:00:00 - 16/01/2025 19:00:00,BZN|DK2,Without sequence,173.32,,
16/01/2025 19:00:00 - 16/01/2025 20:00:00,BZN|DK2,Without sequence,139.87,,
16/01/2025 20:00:00 - 16/01/2025 21:00:00,BZN|DK2,Without sequence,122.17,,
16/01/2025 21:00:00 - 16/01/2025 22:00:00,BZN|DK2,Without sequence,109.2,,
16/01/2025 22:00:00 - 16/01/2025 23:00:00,BZN|DK2,Without sequence,104.69,,
16/01/2025 23:00:00 - 17/01/2025 00:00:00,BZN|DK2,Without sequence,96.71,,
17/01/2025 00:00:00 - 17/01/2025 01:00:00,BZN|DK2,Without sequence,80.53,,
17/01/2025 01:00:00 - 17/01/2025 02:00:00,BZN|DK2,Without sequence,87.08,,
17/01/2025 02:00:00 - 17/01/2025 03:00:00,BZN|DK2,Without sequence,86.24,,
17/01/2025 03:00:00 - 17/01/2025 04:00:00,BZN|DK2,Without sequence,85.98,,
17/01/2025 04:00:00 - 17/01/2025 05:00:00,BZN|DK2,Without sequence,87.64,,
17/01/2025 05:00:00 - 17/01/2025 06:00:00,BZN|DK2,Without sequence,93.55,,
17/01/2025 06:00:00 - 17/01/2025 07:00:00,BZN|DK2,Without sequence,119.34,,
17/01/2025 07:00:00 - 17/01/2025 08:00:00,BZN|DK2,Without sequence,144.34,,
17/01/2025 08:00:00 - 17/01/2025 09:00:00,BZN|DK2,Without sequence,166.47,,
17/01/2025 09:00:00 - 17/01/2025 10:00:00,BZN|DK2,Without sequence,146.91,,
17/01/2025 10:00:00 - 17/01/2025 11:00:00,BZN|DK2,Without sequence,129.77,,
17/01/2025 11:00:00 - 17/01/2025 12:00:00,BZN|DK2,Without sequence,115.67,,
17/01/2025 12:00:00 - 17/01/2025 13:00:00,BZN|DK2,Without sequence,104.78,,
17/01/2025 13:00:00 - 17/01/2025 14:00:00,BZN|DK2,Without sequence,102.85,,
17/01/2025 14:00:00 - 17/01/2025 15:00:00,BZN|DK2,Without sequence,109.62,,
17/01/2025 15:00:00 - 17/01/2025 16:00:00,BZN|DK2,Without sequence,124.76,,
17/01/2025 16:00:00 - 17/01/2025 17:00:00,BZN|DK2,Without sequence,141.28,,
17/01/2025 17:00:00 - 17/01/2025 18:00:00,BZN|DK2,Without sequence,174.7,,
17/01/2025 18:00:00 - 17/01/2025 19:00:00,BZN|DK2,Without sequence,178.1,,
17/01/2025 19:00:00 - 17/01/2025 20:00:00,BZN|DK2,Without sequence,171.28,,
17/01/2025 20:00:00 - 17/01/2025 21:00:00,BZN|DK2,Without sequence,151.42,,
17/01/2025 21:00:00 - 17/01/2025 22:00:00,BZN|DK2,Without sequence,141.43,,
17/01/2025 22:00:00 - 17/01/2025 23:00:00,BZN|DK2,Without sequence,130.85,,
17/01/2025 23:00:00 - 18/01/2025 00:00:00,BZN|DK2,Without sequence,113.55,,
18/01/2025 00:00:00 - 18/01/2025 01:00:00,BZN|DK2,Without sequence,125.17,,
18/01/2025 01:00:00 - 18/01/2025 02:00:00,BZN|DK2,Without sequence,121.05,,
18/01/2025 02:00:00 - 18/01/2025 03:00:00,BZN|DK2,Without sequence,120.98,,
18/01/2025 03:00:00 - 18/01/2025 04:00:00,BZN|DK2,Without sequence,118.85,,
18/01/2025 04:00:00 - 18/01/2025 05:00:00,BZN|DK2,Without sequence,116.4,,
18/01/2025 05:00:00 - 18/01/2025 06:00:00,BZN|DK2,Without sequence,119.77,,
18/01/2025 06:00:00 - 18/01/2025 07:00:00,BZN|DK2,Without sequence,119.67,,
18/01/2025 07:00:00 - 18/01/2025 08:00:00,BZN|DK2,Without sequence,120.24,,
18/01/2025 08:00:00 - 18/01/2025 09:00:00,BZN|DK2,Without sequence,142.38,,
18/01/2025 09:00:00 - 18/01/2025 10:00:00,BZN|DK2,Without sequence,144.1,,
18/01/2025 10:00:00 - 18/01/2025 11:00:00,BZN|DK2,Without sequence,131.21,,
18/01/2025 11:00:00 - 18/01/2025 12:00:00,BZN|DK2,Without sequence,121.56,,
18/01/2025 12:00:00 - 18/01/2025 13:00:00,BZN|DK2,Without sequence,118.87,,
18/01/2025 13:00:00 - 18/01/2025 14:00:00,BZN|DK2,Without sequence,115.01,,
18/01/2025 14:00:00 - 18/01/2025 15:00:00,BZN|DK2,Without sequence,119.32,,
18/01/2025 15:00:00 - 18/01/2025 16:00:00,BZN|DK2,Without sequence,133.32,,
18/01/2025 16:00:00 - 18/01/2025 17:00:00,BZN|DK2,Without sequence,149.71,,
18/01/2025 17:00:00 - 18/01/2025 18:00:00,BZN|DK2,Without sequence,164.59,,
18/01/2025 18:00:00 - 18/01/2025 19:00:00,BZN|DK2,Without sequence,167.57,,
18/01/2025 19:00:00 - 18/01/2025 20:00:00,BZN|DK2,Without sequence,167.85,,
18/01/2025 20:00:00 - 18/01/2025 21:00:00,BZN|DK2,Without sequence,156.12,,
18/01/2025 21:00:00 - 18/01/2025 22:00:00,BZN|DK2,Without sequence,143.42,,
18/01/2025 22:00:00 - 18/01/2025 23:00:00,BZN|DK2,Without sequence,136.4,,
18/01/2025 23:00:00 - 19/01/2025 00:00:00,BZN|DK2,Without sequence,129.36,,
19/01/2025 00:00:00 - 19/01/2025 01:00:00,BZN|DK2,Without sequence,129.73,,
19/01/2025 01:00:00 - 19/01/2025 02:00:00,BZN|DK2,Without sequence,124.2,,
19/01/2025 02:00:00 - 19/01/2025 03:00:00,BZN|DK2,Without sequence,123.05,,
19/01/2025 03:00:00 - 19/01/2025 04:00:00,BZN|DK2,Without sequence,121.24,,
19/01/2025 04:00:00 - 19/01/2025 05:00:00,BZN|DK2,Without sequence,120.18,,
19/01/2025 05:00:00 - 19/01/2025 06:00:00,BZN|DK2,Without sequence,120,,
19/01/2025 06:00:00 - 19/01/2025 07:00:00,BZN|DK2,Without sequence,121.57,,
19/01/2025 07:00:00 - 19/01/2025 08:00:00,BZN|DK2,Without sequence,123.33,,
19/01/2025 08:00:00 - 19/01/2025 09:00:00,BZN|DK2,Without sequence,123.59,,
19/01/2025 09:00:00 - 19/01/2025 10:00:00,BZN|DK2,Without sequence,125.16,,
19/01/2025 10:00:00 - 19/01/2025 11:00:00,BZN|DK2,Without sequence,125.19,,
19/01/2025 11:00:00 - 19/01/2025 12:00:00,BZN|DK2,Without sequence,121.56,,
19/01/2025 12:00:00 - 19/01/2025 13:00:00,BZN|DK2,Without sequence,112.25,,
19/01/2025 13:00:00 - 19/01/2025 14:00:00,BZN|DK2,Without sequence,107.51,,
19/01/2025 14:00:00 - 19/01/2025 15:00:00,BZN|DK2,Without sequence,116.81,,
19/01/2025 15:00:00 - 19/01/2025 16:00:00,BZN|DK2,Without sequence,126.29,,
19/01/2025 16:00:00 - 19/01/2025 17:00:00,BZN|DK2,Without sequence,140.15,,
19/01/2025 17:00:00 - 19/01/2025 18:00:00,BZN|DK2,Without sequence,149.68,,
19/01/2025 18:00:00 - 19/01/2025 19:00:00,BZN|DK2,Without sequence,159.04,,
19/01/2025 19:00:00 - 19/01/2025 20:00:00,BZN|DK2,Without sequence,156.6,,
19/01/2025 20:00:00 - 19/01/2025 21:00:00,BZN|DK2,Without sequence,149.06,,
19/01/2025 21:00:00 - 19/01/2025 22:00:00,BZN|DK2,Without sequence,139.26,,
19/01/2025 22:00:00 - 19/01/2025 23:00:00,BZN|DK2,Without sequence,130.99,,
19/01/2025 23:00:00 - 20/01/2025 00:00:00,BZN|DK2,Without sequence,122.94,,
20/01/2025 00:00:00 - 20/01/2025 01:00:00,BZN|DK2,Without sequence,122.27,,
20/01/2025 01:00:00 - 20/01/2025 02:00:00,BZN|DK2,Without sequence,119.44,,
20/01/2025 02:00:00 - 20/01/2025 03:00:00,BZN|DK2,Without sequence,116.56,,
20/01/2025 03:00:00 - 20/01/2025 04:00:00,BZN|DK2,Without sequence,114.41,,
20/01/2025 04:00:00 - 20/01/2025 05:00:00,BZN|DK2,Without sequence,115.45,,
20/01/2025 05:00:00 - 20/01/2025 06:00:00,BZN|DK2,Without sequence,127.54,,
20/01/2025 06:00:00 - 20/01/2025 07:00:00,BZN|DK2,Without sequence,161.71,,
20/01/2025 07:00:00 - 20/01/2025 08:00:00,BZN|DK2,Without sequence,276.47,,
20/01/2025 08:00:00 - 20/01/2025 09:00:00,BZN|DK2,Without sequence,431.96,,
20/01/2025 09:00:00 - 20/01/2025 10:00:00,BZN|DK2,Without sequence,291.67,,
20/01/2025 10:00:00 - 20/01/2025 11:00:00,BZN|DK2,Without sequence,236.28,,
20/01/2025 11:00:00 - 20/01/2025 12:00:00,BZN|DK2,Without sequence,187.47,,
20/01/2025 12:00:00 - 20/01/2025 13:00:00,BZN|DK2,Without sequence,175.99,,
20/01/2025 13:00:00 - 20/01/2025 14:00:00,BZN|DK2,Without sequence,171.38,,
20/01/2025 14:00:00 - 20/01/2025 15:00:00,BZN|DK2,Without sequence,191.84,,
20/01/2025 15:00:00 - 20/01/2025 16:00:00,BZN|DK2,Without sequence,277.17,,
20/01/2025 16:00:00 - 20/01/2025 17:00:00,BZN|DK2,Without sequence,402.12,,
20/01/2025 17:00:00 - 20/01/2025 18:00:00,BZN|DK2,Without sequence,583.4,,
20/01/2025 18:00:00 - 20/01/2025 19:00:00,BZN|DK2,Without sequence,473.28,,
20/01/2025 19:00:00 - 20/01/2025 20:00:00,BZN|DK2,Without sequence,295.57,,
20/01/2025 20:00:00 - 20/01/2025 21:00:00,BZN|DK2,Without sequence,220,,
20/01/2025 21:00:00 - 20/01/2025 22:00:00,BZN|DK2,Without sequence,170,,
20/01/2025 22:00:00 - 20/01/2025 23:00:00,BZN|DK2,Without sequence,152.5,,
20/01/2025 23:00:00 - 21/01/2025 00:00:00,BZN|DK2,Without sequence,137.98,,
21/01/2025 00:00:00 - 21/01/2025 01:00:00,BZN|DK2,Without sequence,127.52,,
21/01/2025 01:00:00 - 21/01/2025 02:00:00,BZN|DK2,Without sequence,121.65,,
21/01/2025 02:00:00 - 21/01/2025 03:00:00,BZN|DK2,Without sequence,116.67,,
21/01/2025 03:00:00 - 21/01/2025 04:00:00,BZN|DK2,Without sequence,113.85,,
21/01/2025 04:00:00 - 21/01/2025 05:00:00,BZN|DK2,Without sequence,112.32,,
21/01/2025 05:00:00 - 21/01/2025 06:00:00,BZN|DK2,Without sequence,112.81,,
21/01/2025 06:00:00 - 21/01/2025 07:00:00,BZN|DK2,Without sequence,142.2,,
21/01/2025 07:00:00 - 21/01/2025 08:00:00,BZN|DK2,Without sequence,190.06,,
21/01/2025 08:00:00 - 21/01/2025 09:00:00,BZN|DK2,Without sequence,248.32,,
21/01/2025 09:00:00 - 21/01/2025 10:00:00,BZN|DK2,Without sequence,211.68,,
21/01/2025 10:00:00 - 21/01/2025 11:00:00,BZN|DK2,Without sequence,198.05,,
21/01/2025 11:00:00 - 21/01/2025 12:00:00,BZN|DK2,Without sequence,161.5,,
21/01/2025 12:00:00 - 21/01/2025 13:00:00,BZN|DK2,Without sequence,147.44,,
21/01/2025 13:00:00 - 21/01/2025 14:00:00,BZN|DK2,Without sequence,142.83,,
21/01/2025 14:00:00 - 21/01/2025 15:00:00,BZN|DK2,Without sequence,150.05,,
21/01/2025 15:00:00 - 21/01/2025 16:00:00,BZN|DK2,Without sequence,173.42,,
21/01/2025 16:00:00 - 21/01/2025 17:00:00,BZN|DK2,Without sequence,212.13,,
21/01/2025 17:00:00 - 21/01/2025 18:00:00,BZN|DK2,Without sequence,301.15,,
21/01/2025 18:00:00 - 21/01/2025 19:00:00,BZN|DK2,Without sequence,251.93,,
21/01/2025 19:00:00 - 21/01/2025 20:00:00,BZN|DK2,Without sequence,202.68,,
21/01/2025 20:00:00 - 21/01/2025 21:00:00,BZN|DK2,Without sequence,174.84,,
21/01/2025 21:00:00 - 21/01/2025 22:00:00,BZN|DK2,Without sequence,155.18,,
21/01/2025 22:00:00 - 21/01/2025 23:00:00,BZN|DK2,Without sequence,138.6,,
21/01/2025 23:00:00 - 22/01/2025 00:00:00,BZN|DK2,Without sequence,125.29,,
22/01/2025 00:00:00 - 22/01/2025 01:00:00,BZN|DK2,Without sequence,128,,
22/01/2025 01:00:00 - 22/01/2025 02:00:00,BZN|DK2,Without sequence,125.06,,
22/01/2025 02:00:00 - 22/01/2025 03:00:00,BZN|DK2,Without sequence,122.22,,
22/01/2025 03:00:00 - 22/01/2025 04:00:00,BZN|DK2,Without sequence,121.65,,
22/01/2025 04:00:00 - 22/01/2025 05:00:00,BZN|DK2,Without sequence,123.16,,
22/01/2025 05:00:00 - 22/01/2025 06:00:00,BZN|DK2,Without sequence,128.32,,
22/01/2025 06:00:00 - 22/01/2025 07:00:00,BZN|DK2,Without sequence,156.92,,
22/01/2025 07:00:00 - 22/01/2025 08:00:00,BZN|DK2,Without sequence,208.23,,
22/01/2025 08:00:00 - 22/01/2025 09:00:00,BZN|DK2,Without sequence,238.57,,
22/01/2025 09:00:00 - 22/01/2025 10:00:00,BZN|DK2,Without sequence,199.4,,
22/01/2025 10:00:00 - 22/01/2025 11:00:00,BZN|DK2,Without sequence,179.06,,
22/01/2025 11:00:00 - 22/01/2025 12:00:00,BZN|DK2,Without sequence,172.94,,
22/01/2025 12:00:00 - 22/01/2025 13:00:00,BZN|DK2,Without sequence,165,,
22/01/2025 13:00:00 - 22/01/2025 14:00:00,BZN|DK2,Without sequence,170,,
22/01/2025 14:00:00 - 22/01/2025 15:00:00,BZN|DK2,Without sequence,179.92,,
22/01/2025 15:00:00 - 22/01/2025 16:00:00,BZN|DK2,Without sequence,195.67,,
22/01/2025 16:00:00 - 22/01/2025 17:00:00,BZN|DK2,Without sequence,199.04,,
22/01/2025 17:00:00 - 22/01/2025 18:00:00,BZN|DK2,Without sequence,208.99,,
22/01/2025 18:00:00 - 22/01/2025 19:00:00,BZN|DK2,Without sequence,180.43,,
22/01/2025 19:00:00 - 22/01/2025 20:00:00,BZN|DK2,Without sequence,167.08,,
22/01/2025 20:00:00 - 22/01/2025 21:00:00,BZN|DK2,Without sequence,134.49,,
22/01/2025 21:00:00 - 22/01/2025 22:00:00,BZN|DK2,Without sequence,127.78,,
22/01/2025 22:00:00 - 22/01/2025 23:00:00,BZN|DK2,Without sequence,128.09,,
22/01/2025 23:00:00 - 23/01/2025 00:00:00,BZN|DK2,Without sequence,78.66,,
23/01/2025 00:00:00 - 23/01/2025 01:00:00,BZN|DK2,Without sequence,59.81,,
23/01/2025 01:00:00 - 23/01/2025 02:00:00,BZN|DK2,Without sequence,55.84,,
23/01/2025 02:00:00 - 23/01/2025 03:00:00,BZN|DK2,Without sequence,51.01,,
23/01/2025 03:00:00 - 23/01/2025 04:00:00,BZN|DK2,Without sequence,46.84,,
23/01/2025 04:00:00 - 23/01/2025 05:00:00,BZN|DK2,Without sequence,41.82,,
23/01/2025 05:00:00 - 23/01/2025 06:00:00,BZN|DK2,Without sequence,38.15,,
23/01/2025 06:00:00 - 23/01/2025 07:00:00,BZN|DK2,Without sequence,90.66,,
23/01/2025 07:00:00 - 23/01/2025 08:00:00,BZN|DK2,Without sequence,136.6,,
23/01/2025 08:00:00 - 23/01/2025 09:00:00,BZN|DK2,Without sequence,159.03,,
23/01/2025 09:00:00 - 23/01/2025 10:00:00,BZN|DK2,Without sequence,148.24,,
23/01/2025 10:00:00 - 23/01/2025 11:00:00,BZN|DK2,Without sequence,117.87,,
23/01/2025 11:00:00 - 23/01/2025 12:00:00,BZN|DK2,Without sequence,109.44,,
23/01/2025 12:00:00 - 23/01/2025 13:00:00,BZN|DK2,Without sequence,92.63,,
23/01/2025 13:00:00 - 23/01/2025 14:00:00,BZN|DK2,Without sequence,85.37,,
23/01/2025 14:00:00 - 23/01/2025 15:00:00,BZN|DK2,Without sequence,73.23,,
23/01/2025 15:00:00 - 23/01/2025 16:00:00,BZN|DK2,Without sequence,64.11,,
23/01/2025 16:00:00 - 23/01/2025 17:00:00,BZN|DK2,Without sequence,87.62,,
23/01/2025 17:00:00 - 23/01/2025 18:00:00,BZN|DK2,Without sequence,100.99,,
23/01/2025 18:00:00 - 23/01/2025 19:00:00,BZN|DK2,Without sequence,99.89,,
23/01/2025 19:00:00 - 23/01/2025 20:00:00,BZN|DK2,Without sequence,87.49,,
23/01/2025 20:00:00 - 23/01/2025 21:00:00,BZN|DK2,Without sequence,71.06,,
23/01/2025 21:00:00 - 23/01/2025 22:00:00,BZN|DK2,Without sequence,66.21,,
23/01/2025 22:00:00 - 23/01/2025 23:00:00,BZN|DK2,Without sequence,65.95,,
23/01/2025 23:00:00 - 24/01/2025 00:00:00,BZN|DK2,Without sequence,53.11,,
24/01/2025 00:00:00 - 24/01/2025 01:00:00,BZN|DK2,Without sequence,37.28,,
24/01/2025 01:00:00 - 24/01/2025 02:00:00,BZN|DK2,Without sequence,39.99,,
24/01/2025 02:00:00 - 24/01/2025 03:00:00,BZN|DK2,Without sequence,41.53,,
24/01/2025 03:00:00 - 24/01/2025 04:00:00,BZN|DK2,Without sequence,37.74,,
24/01/2025 04:00:00 - 24/01/2025 05:00:00,BZN|DK2,Without sequence,36.11,,
24/01/2025 05:00:00 - 24/01/2025 06:00:00,BZN|DK2,Without sequence,36.88,,
24/01/2025 06:00:00 - 24/01/2025 07:00:00,BZN|DK2,Without sequence,40.71,,
24/01/2025 07:00:00 - 24/01/2025 08:00:00,BZN|DK2,Without sequence,70.28,,
24/01/2025 08:00:00 - 24/01/2025 09:00:00,BZN|DK2,Without sequence,80.06,,
24/01/2025 09:00:00 - 24/01/2025 10:00:00,BZN|DK2,Without sequence,59.53,,
24/01/2025 10:00:00 - 24/01/2025 11:00:00,BZN|DK2,Without sequence,47.06,,
24/01/2025 11:00:00 - 24/01/2025 12:00:00,BZN|DK2,Without sequence,41.83,,
24/01/2025 12:00:00 - 24/01/2025 13:00:00,BZN|DK2,Without sequence,37.15,,
24/01/2025 13:00:00 - 24/01/2025 14:00:00,BZN|DK2,Without sequence,58.24,,
24/01/2025 14:00:00 - 24/01/2025 15:00:00,BZN|DK2,Without sequence,51.36,,
24/01/2025 15:00:00 - 24/01/2025 16:00:00,BZN|DK2,Without sequence,48.45,,
24/01/2025 16:00:00 - 24/01/2025 17:00:00,BZN|DK2,Without sequence,65.44,,
24/01/2025 17:00:00 - 24/01/2025 18:00:00,BZN|DK2,Without sequence,41.59,,
24/01/2025 18:00:00 - 24/01/2025 19:00:00,BZN|DK2,Without sequence,30.94,,
24/01/2025 19:00:00 - 24/01/2025 20:00:00,BZN|DK2,Without sequence,41.59,,
24/01/2025 20:00:00 - 24/01/2025 21:00:00,BZN|DK2,Without sequence,37.94,,
24/01/2025 21:00:00 - 24/01/2025 22:00:00,BZN|DK2,Without sequence,29.88,,
24/01/2025 22:00:00 - 24/01/2025 23:00:00,BZN|DK2,Without sequence,19.05,,
